code,name,id,Country,Province,District,longitude,latitude,district_populations,new_boreholes,mother_support_groups,community_gardens
lunsemfwa,Lunsemfwa Rural Health Centre,ssAPrmvhpiN,Zambia,Central,Kapiri-Mposhi,28.8445,-14.73059,301722,0,234,
luntofwe,Luntofwe Health Post,FTYZDPM5ot5,Zambia,Northern,Kaputa,29.04281,-9.04662,94574,0,9,
luongo,Luongo Health Post,hBXFywMcqsB,Zambia,Copperbelt,Kitwe,28.19216,-12.76678,738320,0,68,94
lushiba,Lushiba Health Post,E5Kza6YhFto,Zambia,Luapula,Nchelenge,28.74052,-9.31669,203432,1,0,0
lutale,Lutale Health Centre,rP45PfTuqpR,Zambia,Central,Mumbwa,26.88746,-15.12644,242480,1,327,
luto,Luto Health Post,o95DtSVxUVv,Zambia,Copperbelt,Kitwe,28.21872,-12.9417,738320,0,36,0
lwabwe,Lwabwe Rural Health Centre,njCYMSvJoS8,Zambia,Northern,Kasama,31.20195,-10.21894,306462,0,43,5
mabo,Mabo Health Post,NdBs1Fb0D1d,Zambia,Luapula,Mansa,28.51425,-11.22513,253414,,33,
mabokunda,Mabokunda Rural Health Centre,kynZH1oZyoz,Zambia,Luapula,Samfya,29.62161,-11.73698,209209,0,0,
mabumba,Mabumba Rural Health Clinic,sw7XSeEdxza,Zambia,Luapula,Mansa,29.05381,-11.26615,253414,0,54,25
madando,Madando Health Post,pUaylzDWxHz,Zambia,Copperbelt,Ndola,28.57702,-13.1261,574437,0,71,2
ghandhi_kabwe,Mahatma Ghandhi Memorial Urban Health Centre,bLVgt64aHYu,Zambia,Central,Kabwe,28.47927,-14.40046,234055,0,74,
maimwene,Maimwene Health Post,zugGuXoTuKD,Zambia,Central,Mumbwa,27.20303,-14.94152,242480,0,77,
makoka,Makoka Rural Health Centre,lgkN0BktHc9,Zambia,Central,Chibombo,27.77788,-14.68621,250702,,102,
makululu,Makululu Urban Health Centre,snffwNYg3V2,Zambia,Central,Kabwe,28.4136,-14.44549,234055,0,110,
makupu_a,Makupu A Health Post,sBBHiY70XNn,Zambia,Central,Kabwe,28.31035,-14.415948,234055,0,24,
makupu_b,Makupu B Health Post,HTvzO9Tbfk2,Zambia,Central,Kabwe,28.323515,-14.38963,234055,0,10,
malamba,Malamba Health Post,VJP4mPLP5Nn,Zambia,Luapula,Mansa,28.79277,-11.47655,253414,0,14,14
malambanyama,Malambanyama Rural Health Centre,Z7vRoUrGUHz,Zambia,Central,Chibombo,27.7026,-14.86243,250702,0,120,10
malekani,Malekani Health Post,Om0OgSAWnML,Zambia,Northern,Luwingu,30.43273,-10.59635,179554,0,18,
malundu,Malundu Health Post,SosanNfNVjv,Zambia,Central,Chibombo,27.98758,-15.13633,250702,0,81,
mano,Mano Health Post,XkBBri0kbVu,Zambia,Luapula,Samfya,29.55622,-11.44441,209209,0,2,0
mano_rhc,Mano Rural Health Clinic,p8ohgpxssnd,Zambia,Luapula,Mansa,29.00152,-10.89646,253414,0,136,6
mantampala,Mantampala Rural Health Centre,cLxkHivgzHM,Zambia,Luapula,Nchelenge,28.88644,-9.508642,203432,0,0,0
mantumbusa,Mantumbusa Rural Health Clinic,ITdDzP9N9Sv,Zambia,Luapula,Mansa,28.97103,-11.22441,253414,0,98,
mapalo_ndola,Mapalo Urban Health Centre,QIhSpGP8Dcv,Zambia,Copperbelt,Ndola,28.63337,-12.97187,574437,0,127,11
masaba_mansa,Masaba Rural Health Clinic,cLRnJNzqSzP,Zambia,Luapula,Mansa,29.42513,-11.34535,253414,0,48,
masla_new,Masala New Urban Health Centre,dtDACZFl6SR,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,0,149,
masamba,Masamba Health Centre,qKquPqDiNyT,Zambia,Northern,Mbala,31.37227,-8.84648,268774,0,31,2
mashimi,Mashimi  Health Post,RfDUZ0xNsGC,Zambia,Luapula,Mansa,29.30887,-11.34583,253414,0,54,
masuba,Masuba Heath Post,qXtgjeevs7K,Zambia,Northern,Kasama,31.06904,-9.85189,306462,0,0,
matanda,Matanda Rural Health Clinic,PKqZ0rDJn2i,Zambia,Luapula,Mansa,28.46578,-11.35389,253414,1,,
matilyo,Matilyo Health Post,yktWDGGRnsS,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,0,945,8
mayanga,Mayanga Health Post,r08HTF9tOpU,Zambia,Northern,Mbala,31.38541,-8.86459,268774,0,13,2
mayota,Mayota Health Post,XjoSXzdcGBL,Zambia,Central,Chibombo,27.59658,-14.98674,250702,,0,
mbaso,Mbaso Health Post,BjSAgTnJf7s,Zambia,Luapula,Mansa,28.93201,-11.01605,253414,0,,2
mboshya,Mboshya Rural Health Centre,ILBd6SdePTs,Zambia,Central,Chibombo,27.86962,-15.23168,250702,0,234,1
mbusa,Mbusa Rural Health Centre,boQpw2C1lAn,Zambia,Northern,Kasama,30.80525,-10.89993,306462,0,20,25
matelo,Matelo Health Post,wBgzgKYG0FT,Zambia,Luapula,Mansa,28.71677,-11.18519,253414,,,
medium_prison,Medium Prison Health Post,ETfp2bPaBqJ,Zambia,Central,Kabwe,28.409158,-14.419137,234055,0,10,
menga,Menga Health Post,vw78ru1ZhhB,Zambia,Northern,Luwingu,30.16923,-10.23023,179554,2,128,
mfungwe,Mfungwe Health Post,X1x67KMQHM1,Zambia,Northern,Luwingu,30.02461,-10.65896,179554,0,88,13
mibenge,Mibenge Rural Health Clinic,pDUOp7nIcML,Zambia,Luapula,Mansa,29.40512,-11.30245,253414,0,54,11
mikula,Mikula Rural Health Clinic,LlcfrZofwSP,Zambia,Luapula,Mansa,28.92444,-11.34217,253414,0,34,48
milima,Milima Rural Health Centre,KKG4EbEN4bY,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,53,13
misaka_kitwe,Misaka Health Post,nzExX5JuLDn,Zambia,Copperbelt,Kitwe,28.37157,-12.86586,738320,0,158,74
misambo,Misambo Health Post,AZdEMi9ELHQ,Zambia,Northern,Kasama,31.176358,-10.082202,306462,,0,12
misambula,Misambula Health Post,cGodPjtTEif,Zambia,Northern,Luwingu,30.24426,-10.4614,179554,0,28,1
misamfu,Misamfu Rural Health Centre,a8wLLO7Pqb3,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,2,
misenga,Misenga Health Post,M6nnE6m4yd9,Zambia,Luapula,Mansa,28.89908,-11.39852,253414,0,14,
misengo,Misengo Rural Health Centre,F598pMWHbyf,Zambia,Northern,Kasama,30.73924,-9.94899,306462,0,37,39
moloshi,Moloshi Rural Health Clinic,PlFGUrH7wqu,Zambia,Luapula,Mansa,29.37193,-11.31204,253414,0,140,4
monga,Monga Health Post,bftN2xcsWo4,Zambia,Luapula,Mansa,29.09935,-11.21688,253414,0,238,6
monica,Monica Health Post,mEKbLA2qe0Q,Zambia,Northern,Kasama,30.88924,-10.08672,306462,0,4,
mpata,Mpata Rural Health Centre,IMdMAxqSekK,Zambia,Luapula,Samfya,29.73126,-11.46555,209209,0,16,0
mpima_dairy,Mpima Dairy Rural Health Centre,WKrfpqkQ10v,Zambia,Central,Kabwe,28.61556,-14.33606,234055,0,0,
mpima_prison,Mpima Prison Clinic,MSgKZlokI2G,Zambia,Central,Kabwe,28.48926,-14.43775,234055,1,20,
mpunde,Mpunde Rural Health Centre,iXyyqGwfGj8,Zambia,Central,Kapiri-Mposhi,28.21618,-14.21046,301722,0,576,6
mpusu,Mpusu Health Post,X1GjVwgLvTm,Zambia,Central,Mumbwa,27.06078,-14.46105,242480,0,29,3
muchabi,Muchabi Health Centre,Rrt7zMTZJnH,Zambia,Central,Mumbwa,27.27902,-15.44548,242480,0,211,8
muchenja,Muchenja Health post,laYahhOQBMn,Zambia,Northern,Kaputa,29.89412392,-8.347484336,94574,0,20,0
mufuma,Mufuma Health Post,oLSClQPoZug,Zambia,Luapula,Mansa,29.21521,-11.27009,253414,0,26,
mukashichimbwe,Mukashichimbwe Health Post,bhMMlVDy4hR,Zambia,Central,Chibombo,27.33389,-14.86402,250702,,103,
mukobeko,Mukobeko Township Urban Health Centre,JIzjeNAHuQy,Zambia,Central,Kabwe,28.40922,-14.41918,234055,0,26,
mukonchi,Mukonchi Rural Health Centre,OyHulP9mPfp,Zambia,Central,Kapiri-Mposhi,28.81769,-14.26328,301722,1,5,29
mukuba,Mukuba University Health Clinic,TmU4vCZljgQ,Zambia,Copperbelt,Kitwe,28.15926,-12.74587,738320,0,75,
mukupa_katandula,Mukupa Katandula Rural Health Centre,hEoOTUboz65,Zambia,Northern,Kaputa,29.46162,-8.99636,94574,0,33,1
mulanshi,Mulanshi Rural Health Centre,ZplraDtWCu3,Zambia,Northern,Kasama,31.350768,-10.22151,306462,3,34,
mulefu,Mulefu Health Post,AQk58NLILbP,Zambia,Northern,Mbala,31.49447,-8.91099,268774,0,18,0
mulenga,Mulenga Clinic,rSHfHF8A6vh,Zambia,Northern,Kasama,31.20195,-10.21894,306462,0,240,
mulenga_uhc,Mulenga Urban Health Centre,tlBp4BBZlYl,Zambia,Copperbelt,Kitwe,28.24361,-12.86622,738320,0,1556,
mulisha,Mulisha Rural Health Post,qSCa5YtcqnD,Zambia,Luapula,Samfya,29.49951,-11.40721,209209,0,16,3
mulobola,Mulobola Rural Health Centre,SkpKByv7Jpt,Zambia,Northern,Kasama,31.1867,-10.21134,306462,0,53,14
mulonda,Mulonda Health Post,rhskDJ56mBi,Zambia,Central,Chibombo,27.79249,-14.90315,250702,0,45,
mulonga,Mulonga Heatlh Post,tigOje8pyuD,Zambia,Luapula,Mansa,28.65976,-11.33908,253414,0,30,
mulungushi,Mulungushi Health Centre,OH4ljDbxJ7i,Zambia,Central,Mumbwa,27.19581,-15.00732,242480,0,129,1
mulungushi_rural,Mulungushi Rural Health Centre,tzsk9IBnYIa,Zambia,Central,Kapiri-Mposhi,28.84454,-14.73063,301722,1,39,
mulungushi_uni,Mulungushi University Clinic,SunFt1gkw6u,Zambia,Central,Kapiri-Mposhi,28.60043,-14.08847,301722,0,171,
mulwe,Mulwe Health Post,liZpbEIPt6a,Zambia,Luapula,Nchelenge,28.78898,-9.71705,203432,0,215,25
mumbimfumu,Mumbimfumu Rural Health Centre,ZkMxNno3YB3,Zambia,Northern,Kasama,31.45016,-10.49928,306462,0,0,5
mumbimukulu,Mumbimukulu Rural Health Centre,j39KjFoz4gt,Zambia,Northern,Kasama,30.77433,-10.99012,306462,0,0,11
munga,Munga Health Post,k9P6cp7EGDQ,Zambia,Central,Kabwe,28.43452,-14.44504,234055,0,23,
mungule,Mungule Rural Health Centre,yubxgIKx72Z,Zambia,Central,Chibombo,28.15649,-15.21821,250702,0,238,10
mungulube,Mungulube Rural Health Centre,idcDj0xFL5r,Zambia,Luapula,Samfya,29.55852,-11.37051,209209,0,7,25
munkombwe,Munkombwe Health Post,TYHoyPF4n96,Zambia,Luapula,Nchelenge,29.134757,-9.134503,203432,0,22,18
munkonge,Munkonge Rural Health Centre,bCdGGFMIGA2,Zambia,Northern,Kasama,30.687707,-10.302648,306462,0,14,0
muntemba,Muntemba Rural Health Centre,gi83OItTINa,Zambia,Central,Chibombo,27.82911,-15.00388,250702,0,106,
munyama,Munyama Health Post,JFXeqikVbVc,Zambia,Central,Kabwe,28.351193,-14.637205,234055,0,24,
mupita,Mupita Health Post,gLqG2iS5zB0,Zambia,Luapula,Mansa,29.08414,-11.26975,253414,0,12,
mupofwe,Mupofwe Health Post,nsg02NpU5Ta,Zambia,Luapula,Mansa,29.14578,-11.27498,253414,0,42,
musa,Musa Rural Health Centre,llsalnAi8of,Zambia,Northern,Kasama,31.20195,-10.21894,306462,0,1,6
musaba,Musaba Rural Health Clinic,u9k7uC062na,Zambia,Luapula,Mansa,29.42516,-11.34536,253414,0,36,
musaila,Musaila Rural Health Clinic,KC24v7Qda2p,Zambia,Luapula,Mansa,29.48892,-11.3545,253414,0,173,4
musesha,Musesha Health Post,qzQk0oLl71f,Zambia,Luapula,Mansa,28.40197,-11.50938,253414,0,72,
mushili_rhc,Mushili Rural Health Centre,zZgyy5BfNus,Zambia,Luapula,Samfya,29.55256,-12.1447,209209,0,17,6
mushili,Mushili Urban Health Centre,HKHrCI833Ll,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,0,118,1
mushili_uhc,Mushili Urban Health Centre,YYq2a5WBsQs,Zambia,Luapula,Samfya,29.49264,-12.14517,209209,0,118,1
musipazi,Musipazi Rural Health Centre,OnuPix4Sh5u,Zambia,Northern,Mbala,31.41233,-8.76104,268774,3,21,
musopelo,Musopelo Health Post,DESgUVaHhWJ,Zambia,Central,Chibombo,28.08505,-15.26248,250702,0,148,
musaika,Musaika Health Post,C6rIiEfZ8Rk,Zambia,Luapula,Mansa,29.2493,-11.35011,253414,,,
musumali,Musumali Health Post,RJ5fXKqYcEC,Zambia,Luapula,Mansa,28.91028,-11.20739,253414,0,150,
mutaba,Mutaba Urban Health Centre,ja0WXqn23rZ,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,0,147,4
mutiti,Mutiti Rural Health Clinic,v5Dz54jamQU,Zambia,Luapula,Mansa,29.04582,-11.11428,253414,0,126,19
mutwewankoko,Mutwewankoko Rural Health Clinic,vXxXf80YM6Q,Zambia,Luapula,Mansa,28.92486,-10.69594,253414,0,86,2
mutwizi,Mutwizi Health Post,KIAPIh0Vm9G,Zambia,Northern,Mbala,31.374,-8.84573,268774,0,29,0
mwachisompola,Mwachisompola Demo Zone Rural Health Centre,LuBsLbRgHrq,Zambia,Central,Chibombo,27.99208,-14.90578,250702,,137,32
mwachisompola_,Mwachisompola Rural Health Centre,xLzRX8dhPNL,Zambia,Central,Chibombo,27.95424,-14.91104,250702,0,128,20
mwamba,Mwamba Rural Health Centre,f2vQJNdoERT,Zambia,Northern,Mbala,31.5267,-8.8294,268774,0,11,25
mwamba_kasama,Mwamba Rural Health Centre,Mod5V6PeuLb,Zambia,Northern,Kasama,31.19354,-10.1991,306462,0,11,25
mwanguni,Mwang'uni Rural Health Clinic,AxLe6qEhjbH,Zambia,Luapula,Mansa,28.86917,-11.28489,253414,0,161,19
mwanjuni,Mwanjuni Health Post,sJD7MEx6Fjp,Zambia,Central,Chibombo,28.26858,-15.26072,250702,0,214,8
mwasha,Mwasha Rural Health Centre,o01Gla8Fn3r,Zambia,Northern,Kasama,30.90181,-10.41753,306462,0,0,9
mwekera,Mwekera Urban Health Centre,oo9uO6P7CGl,Zambia,Copperbelt,Kitwe,28.35354,-12.85445,738320,0,618,3
mwela,Mwela Rural Health Clinic,MzEQx2oJxzP,Zambia,Luapula,Mansa,29.37777,-11.31473,253414,0,40,
mwelebi,Mwelebi Keembe Health Post,m0GuHvAbaMc,Zambia,Central,Chibombo,27.60004,-14.88043,250702,0,167,12
mwenda,Mwenda Health Post,vfNqOKopmUC,Zambia,Northern,Mbala,31.27239,-8.92998,268774,0,11,5
mwingilila,Mwingilila Health Post,IjOn9FYdkYs,Zambia,Northern,Luwingu,30.13998,-10.67582,179554,1,98,
myooye,Myooye Health Centre,aXDFqOCNA1h,Zambia,Central,Mumbwa,27.34297,-15.21867,242480,2,322,4
nakanjoli,Nakanjoli Health Centre,B33LgOoTUVV,Zambia,Central,Mumbwa,26.75227,-15.15792,242480,0,92,
nakoli,Nakoli Urban Health Centre,vq9sKq4n6ie,Zambia,Central,Kabwe,28.44964,-14.40809,234055,0,7,
nalubanda,Nalubanda Health Centre,bNS9C8vFUcG,Zambia,Central,Mumbwa,27.07658,-15.41194,242480,0,100,
nalusanga,Nalusanga Health Post,ViDPv6VSxSn,Zambia,Central,Mumbwa,26.71265,-14.97588,242480,0,166,
naluvwi,Naluvwi Health Post,NnNXmpEPhMU,Zambia,Central,Mumbwa,26.94593,-15.31172,242480,0,209,
naluyanda,Naluyanda Rural Health Centre,CZNIUbQSkU6,Zambia,Central,Chibombo,28.19832,-15.30746,250702,0,514,
namabanga,Namabanga Health Centre,y1eIBgH6nUF,Zambia,Central,Mumbwa,27.18216,-15.28086,242480,0,158,
namayani,Namayani Health Post,AtTgjlqaNeI,Zambia,Central,Chibombo,27.94764,-15.24334,250702,0,68,
nambala,Nambala Health Centre,KCdpNL5IfKc,Zambia,Central,Mumbwa,27.02991,-15.10686,242480,2,165,2
namukolo,Namukolo Urban Health Centre,wuQpfpXLDuG,Zambia,Northern,Luwingu,29.92393,-10.25499,179554,0,6,78
namununga,Namununga Health Post,WVgFUClABRL,Zambia,Central,Chibombo,28.14654,-15.17833,250702,0,190,
namwandwe,Namwandwe Health Post,z8KcJOuCMkJ,Zambia,Luapula,Mansa,28.88982,-11.19525,253414,,38,
nangoma,Nangoma Hospital,ytSCKZxZidF,Zambia,Central,Mumbwa,27.36223,-15.12735,242480,3,94,4
natuseko,Natuseko Urban Health Centre,uPzyz35LD9J,Zambia,Central,Kabwe,28.45971,-14.40326,234055,0,12,1
nchelenge,Nchelenge Rural Health Centre,SOaMnccIfGT,Zambia,Luapula,Nchelenge,28.74052,-9.31669,203432,2,7,73
ndeke_kapiri,Ndeke Urban Health Centre,ln7LP8RJvXW,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,0,180,
ndoba,Ndoba Rural Health Clinic,iDlPHgPMwP2,Zambia,Luapula,Mansa,29.54541,-11.27962,253414,0,40,
ndoki,Ndoki Rural Health Centre,OvMnZEBR1x0,Zambia,Northern,Luwingu,30.56515,-10.97422,179554,0,48,
ngoma,Ngoma Health Post,ye8JWnybJYV,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,25,26
ngungu,Ngungu Urban Health Centre,Xh9wnKGVk2X,Zambia,Central,Kabwe,28.44394,-14.39274,234055,0,34,
ninge,Ninge Rural Health Centre,w1ZtvvvfbsX,Zambia,Luapula,Samfya,29.55761,-11.37118,209209,0,4,
njipi,Njipi Rural Health Centre,BMaoK2ykCnr,Zambia,Luapula,Samfya,29.71792,-11.53117,209209,0,26,9
njoko,Njoko Health Post,cE6MwUgmdSw,Zambia,Northern,Luwingu,30.54618,-10.73173,179554,0,39,
nkhwazi,Nkhwazi Urban Health Centre,tshEgxGc8YH,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,0,91,8
nkole,Nkole Rural Health Centre,ODUQkbRG4eS,Zambia,Central,Kapiri-Mposhi,28.67111,-13.89551,301722,0,149,19
nkolemfumu,Nkolemfumu Rural Health Centre,b6GHg6TCiod,Zambia,Northern,Kasama,31.173715,-10.577644,306462,3,259,7
nkosha,Nkosha Health Post,ov8ARAq5pyX,Zambia,Northern,Kaputa,29.23879,-9.13742,94574,0,26,12
nkungu,Nkungu Health Post,s1y2eKgxIYY,Zambia,Luapula,Samfya,29.48091,-11.466,209209,0,6,8
nsanja,Nsanja Health Post,IbQXwRSPggJ,Zambia,Northern,Luwingu,29.96657,-10.3566,179554,0,34,20
nsonga,Nsonga Rural Health Clinic,e3XHbQ672pp,Zambia,Luapula,Mansa,29.27183,-11.46404,253414,0,127,
ntapwila,Ntapwila Health Post,K0w0fRIQ7wR,Zambia,Central,Chibombo,28.05259,-15.15677,250702,0,30,
ntumpa,Ntumpa Health Post,IdxcWpYGDur,Zambia,Northern,Kasama,30.98672,-10.4934,306462,1,24,7
pamodzi,Pamodzi Urban Health Centre,ufz807UpSTn,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,0,51,4
mambilima,Paul Mambilima Rural Health Post,DsWlrR7XBqC,Zambia,Luapula,Mansa,28.55469,-11.1357,253414,0,34,
kasama_police,Police Clinic,f0GPJMQzCel,Zambia,Northern,Kasama,31.18373,-10.20515,306462,0,78,12
pollen,Pollen Urban Health Centre,ctMsJr42iaH,Zambia,Central,Kabwe,28.4536,-14.44826,234055,0,7,
mumbwa_prisons,Prisons Health Centre,HHz4gG27lgy,Zambia,Central,Mumbwa,27.05988,-14.97845,242480,0,81,11
pumpa,Pumpa Health Post,atznVfGfW8m,Zambia,Northern,Mbala,31.60282,-8.99268,268774,0,21,0
railway_kabwe,Railway Surgery Urban Health Centre,BKOZyGCRrNw,Zambia,Central,Kabwe,28.44219,-14.4478,234055,0,6,
renato,Renato Health Post,yBhufFAQwD2,Zambia,Central,Kapiri-Mposhi,28.66854,-13.71014,301722,0,1,
riverside_urban,Riverside Urban Health Centre,FmQc0lUdtJQ,Zambia,Copperbelt,Kitwe,28.23993,-12.79271,738320,0,179,
roma,Roma Health Post,sEVRA66beyl,Zambia,Copperbelt,Ndola,28.63143,-12.95599,574437,,0,0
samfya_stage_II,Samfya Stage II Clinic,QvxgD2B6IzR,Zambia,Luapula,Samfya,29.55622,-11.44441,209209,,74,0
sande,Sande Health Post,Y5a9s1j6986,Zambia,Luapula,Mansa,28.9318,-11.25085,253414,0,19,
selu,Selu Rural Health Centre,fG26jtIi0cZ,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,0,14
senama,Senama Mini Hospital,xM8efwPALM7,Zambia,Luapula,Mansa,28.89074,-11.19514,253414,0,309,2
sepe,Sepe Rural Health Post,m86qrqztvCB,Zambia,Luapula,Mansa,29.55087,-11.3224,253414,0,50,
shakumbila,Shakumbila Health Centre,MU9K5nZ2w5o,Zambia,Central,Mumbwa,27.39555,-15.27548,242480,,433,
shifwankula,Shifwankula Health Post,pUXoiSePFvN,Zambia,Central,Chibombo,28.25889,-15.31135,250702,0,463,
shimbizhi,Shimbizhi Health Post,l5dDhzjgWMk,Zambia,Central,Mumbwa,27.10102,-15.02578,242480,0,136,6
shimukuni,Shimukuni Rural Health Centre,TmrhzTDsXLd,Zambia,Central,Chibombo,27.90467,-14.76864,250702,0,114,94
shimumbi,Shimumbi Rural Health Centre,pcMK4gidlua,Zambia,Northern,Luwingu,30.23295,-10.75553,179554,0,25,4
shoti,Shoti Health Post,X8TyUysKQ8B,Zambia,Luapula,Mansa,29.08211,-11.26962,253414,0,44,
mbala_special_forces,Special Forces Health Post,OhqSLnjca04,Zambia,Northern,Mbala,31.18006,-8.95514,268774,0,,
st_pauls_rural,St. Paul's Rural Health Centre,weyQaoe7dpm,Zambia,Central,Kapiri-Mposhi,28.56005,-14.29404,301722,2,194,
sumbu,Sumbu Health Post,r8JO6r6z0U6,Zambia,Luapula,Mansa,28.88073,-11.22584,253414,0,100,
shamputa,Shamputa Rural Health Center,gtf7eHMsxs5,Zambia,Central,Kapiri-Mposhi,27.92328,-14.07633,301722,,,
tayali,Tayali Health Post,bA4GQHz0T63,Zambia,Luapula,Mansa,28.92962,-11.27874,253414,0,23,
tazara,Tazara Clinic,En2wgmUx3AI,Zambia,Northern,Kasama,31.20195,-10.21894,306462,0,60,
tazara_uhc,Tazara Urban Health Centre,na0IJYthFG9,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,0,144,
toka_toka,Toka-Toka Health Post,hsq9PVOffpq,Zambia,Luapula,Nchelenge,28.75709,-9.69127,203432,0,4,0
tug_argan,Tug-Argan Urban Health Centre,Fd2jE8aGdJG,Zambia,Copperbelt,Ndola,28.75801,-13.08646,574437,3,,16
tulemane,Tulemane Clinic,gUqAWxKijdn,Zambia,Northern,Mbala,31.3846,-8.83979,268774,0,28,8
tungati,Tungati Rural Health Centre,y1Yz5LA4Qoa,Zambia,Northern,Luwingu,29.9858,-10.55056,179554,0,219,14
lucy_obrien,SR Lucy Oâ€™Brien Memorial Rural Health Centre,cI04g6vjjAp,Zambia,Central,Chibombo,27.93595,-14.83509,250702,,,
twalumba,Twalumba Rural Health Centre,EYDP1CpPhLo,Zambia,Central,Chibombo,28.14038,-14.99717,250702,0,70,10
st_pauls_mission,St. Paul's Mission Hospital,lVgDNKEwuGx,Zambia,Luapula,Nchelenge,28.741358,-9.307415,203432,,,
twatasha,Twatasha Urban Health Centre,tfH2NIm2nUq,Zambia,Copperbelt,Kitwe,28.19132,-12.75689,738320,0,727,
waya,Waya Rural Health Centre,l4PmJCnHNMi,Zambia,Central,Kapiri-Mposhi,28.00405,-14.35154,301722,0,124,
wusakile_grz,Wusakile GRZ Urban Health Centre,YBPiEnEuMZo,Zambia,Copperbelt,Kitwe,28.28426,-12.87483,738320,0,781,
zaf_kabwe,ZAF Kabwe Urban Health Centre,kwTxCokpnaA,Zambia,Central,Kabwe,28.336172,-15.436095,234055,,2,
zaf_samora,ZAF Samora Clinic,PguF57lTP3V,Zambia,Northern,Mbala,31.79045,-9.06479,268774,0,,
mumbwa_zaf,Zambia Air Force (ZAF) Health Centre,VnC1K5nMqFo,Zambia,Central,Mumbwa,27.18725,-15.0856,242480,,17,7
zambia_national,Zambia National Service Rural Health Centre,j9Wbtgwb40k,Zambia,Northern,Kasama,30.88924,-10.08672,306462,,0,6
zambia_health,Zambia Police Health Post,oeg8JcYT4oR,Zambia,Central,Kabwe,28.445912,-14.43976,234055,,1,
zamtan_urban,Zamtan Urban Health Centre,dQBHMqA22op,Zambia,Copperbelt,Kitwe,28.28432,-12.87468,738320,0,291,
zns_kabwe,ZNS Kabwe Urban Health Centre,RI3EUnqmOuB,Zambia,Central,Kabwe,28.43452,-14.44504,234055,0,62,
zns_munyezi,ZNS Munyezi Rural Health Centre,I3w6avFkfl9,Zambia,Northern,Mbala,31.3965,-9.29858,268774,0,3,
zns_urban_kitwe,ZNS Urban Health Centre,gVO34TtfQHY,Zambia,Copperbelt,Kitwe,28.24334,-12.87663,738320,0,108,
zombe,Zombe Health Post,HTqpk9xtjSw,Zambia,Northern,Mbala,31.38541,-8.86459,268774,4,35,0
kapanda,Kapanda Mini Hospital,ZWtLCPkTHCp,Zambia,Luapula,Mansa,28.84636,-11.19073,253414,5,,
kapanda,Kapanda Mini Hospital,ZWtLCPkTHCp,Zambia,Luapula,Mansa,28.84636,-11.19073,253414,,,210
kapanda,Kapanda Mini Hospital,ZWtLCPkTHCp,Zambia,Luapula,Mansa,28.84636,-11.19073,253414,,4636,
kapandwe,Kapandwe Rural Health Center,hi9jcv6XFfm,Zambia,Central,Kapiri-Mposhi,28.21449,-14.57709,301722,15,,
kapandwe,Kapandwe Rural Health Center,hi9jcv6XFfm,Zambia,Central,Kapiri-Mposhi,28.21449,-14.57709,301722,,,136
kapandwe,Kapandwe Rural Health Center,hi9jcv6XFfm,Zambia,Central,Kapiri-Mposhi,28.21449,-14.57709,301722,,5350,
kaparu,Kaparu Rural Health Centre,drbJ4QfdC6b,Zambia,Central,Chibombo,27.75384,-14.97384,250702,1,,
kaparu,Kaparu Rural Health Centre,drbJ4QfdC6b,Zambia,Central,Chibombo,27.75384,-14.97384,250702,,,583
kaparu,Kaparu Rural Health Centre,drbJ4QfdC6b,Zambia,Central,Chibombo,27.75384,-14.97384,250702,,6560,
kapata_E1,Kapata E1 Rural Health Centre,fDRbmCRUplM,Zambia,Luapula,Samfya,29.78609,-11.52,209209,3,,
kapata_E1,Kapata E1 Rural Health Centre,fDRbmCRUplM,Zambia,Luapula,Samfya,29.78609,-11.52,209209,,,395
kapata_E1,Kapata E1 Rural Health Centre,fDRbmCRUplM,Zambia,Luapula,Samfya,29.78609,-11.52,209209,,554,
kapata,Kapata Rural Health Centre,YX5Cu2vRa9Z,Zambia,Luapula,Samfya,29.73868,-11.63715,209209,3,,
kapata,Kapata Rural Health Centre,YX5Cu2vRa9Z,Zambia,Luapula,Samfya,29.73868,-11.63715,209209,,,395
kapata,Kapata Rural Health Centre,YX5Cu2vRa9Z,Zambia,Luapula,Samfya,29.73868,-11.63715,209209,,554,
kapepe,Kapepe Health Post,ksgKdKd0fjs,Zambia,Central,Mumbwa,26.66936,-15.09551,242480,8,,
kapepe,Kapepe Health Post,ksgKdKd0fjs,Zambia,Central,Mumbwa,26.66936,-15.09551,242480,,,113
kapepe,Kapepe Health Post,ksgKdKd0fjs,Zambia,Central,Mumbwa,26.66936,-15.09551,242480,,5250,
kapepula,Kapepula Health Post,sodljrI7K4n,Zambia,Northern,Kaputa,30.09149,-8.46097,94574,0,,
